Label,Type,CLO_C,CLO_M,CL_C,CL_M,UBERON_C,UBERON_M,BTO_C,BTO_M
BA10,A,-,-,CL_0002319,-,UBERON_0000955,UBERON_0013541,-,-
NK_cells_J,CT,-,CLO_0000001,CL_0000623,CL_0000234,UBERON_0002405,UBERON_0002100,BTO_0000914,BTO_0000123
CD4_CD25-_T-cells,CL,-,CLO_0000000,CL_0000084,-,UBERON_0000178,UBERON_0000064,-,BTO_0000000
H3.3K27M-KO_BT245-C4P6,-,-,CLO_0000055,-,CL_0000000,UBERON_0000955,UBERON_0000461,-,BTO_0000400
GM10248,CL,CLO_0029222,CLO_0029222,CL_0000236,-,UBERON_0000178,-,-,-
lymphocyte,CT,-,CL_0000542,CL_0000542,CL_0000542,UBERON_0000178,-,BTO_0000775,BTO_0000775
CD4+ T Cells donor2,CT,-,CLO_0000000,CL_0000492,CL_0000000,UBERON_0002405,UBERON_0000000,BTO_0002417,BTO_0000000
WSU-DLCL2,CL,CLO_0037068,CLO_0037068,CL_0000236,-,UBERON_0000178,-,-,-
A-498,CL,-,CLO_0001596,CL_1000497,-,UBERON_0002113,-,-,-
Ramos,CL,CLO_0008738,CLO_0008738,CL_0000236,-,UBERON_0000178,-,BTO_0003079,-
SK-N-DZ,CL,CLO_0009054,CLO_0009054,CL_0000031,-,UBERON_0000955,-,BTO_0004217,-
hereditary spherocytic anemia cell line:WIL2-NS,CL,CLO_0009604,CLO_0009604,CL_0000945,CL_0000000,UBERON_0002106,-,-,-
Erythrob_adrenal,CT,-,-,CL_0000765,-,UBERON_0002369,UBERON_0002369,BTO_0001571,BTO_0000047
K562_myelogenous_leukemia_NABUT,CL,CLO_0007059,CLO_0007050,CL_0000763,-,UBERON_0002371,-,BTO_0000664,-
Calu-1,CL,CLO_0002191,CLO_0002191,CL_0000076,-,UBERON_0002048,-,BTO_0002940,-
A139_ER-_PR-_HER2-_breast_cancer_cells,CL,-,-,CL_0002327,-,UBERON_0000310,UBERON_0000310,-,BTO_0000149
DLD,CL,CLO_0002785,CLO_0000020,CL_0011108,CL_0000001,UBERON_0001155,UBERON_0000064,BTO_0000391,BTO_0000050
HUES64_derived_CD184+,CT,-,CLO_0000000,CL_0000223,CL_0000000,UBERON_0000925,UBERON_0000000,-,BTO_0000000
Jurkat_E6_1_T-cells,CL,CLO_0007043,CLO_0007043,CL_0000084,-,UBERON_0000178,-,BTO_0000661,-
GSC,CT,-,CLO_0000001,CL_0000047,CL_0000002,UBERON_0001017,UBERON_0000003,BTO_0006001,BTO_0000004
HSC_liver,CT,-,-,CL_0000037,CL_0000037,UBERON_0002107,UBERON_0002107,BTO_0000725,BTO_0000725
NCI-H69_p8-15,CL,CLO_0008105,CLO_0008105,CL_0000082,-,UBERON_0002048,-,BTO_0003022,-
Im-GCT-4072_G34W-repair_WT_A4,CT,-,CLO_0003464,-,-,UBERON_0002481,UBERON_0000061,-,-
mesothelioma cell line:Mero-48a,CL,-,CLO_0000031,CL_0000077,CL_0000000,UBERON_0002048,-,-,BTO_0002424
Kidney_Unknown.14_kidney,A,-,-,CL_1000497,-,UBERON_0002113,UBERON_0002113,BTO_0000671,BTO_0000671
GM-6114,CL,CLO_0023641,CLO_0000001,CL_0002553,CL_0000002,UBERON_0002048,UBERON_0000003,-,BTO_0000004
non-tamoxifen_EC5,CT,-,CLO_0000001,CL_0002149,CL_0000002,UBERON_0001295,UBERON_0000003,-,BTO_0000004
Tfh_BCC,CT,-,CLO_0000000,CL_0002038,CL_0002038,UBERON_0000029,UBERON_0000000,-,-
Fetal_Spinal_Cord,A,-,CLO_0000001,-,CL_0000002,UBERON_0002240,UBERON_0000024,BTO_0001279,-
Hepatocyte donor2,CT,-,-,CL_0000182,CL_0000182,UBERON_0002107,-,BTO_0000575,BTO_0000575
Urothelial Cells donor1,CT,-,CLO_0000037,CL_0000731,CL_0000231,UBERON_0001255,UBERON_0002104,BTO_0005781,BTO_0000096
WA01_H1_human_embryonic_stem_cells_EMB,CL,-,CLO_0000000,CL_0002322,CL_0000000,UBERON_0000922,UBERON_0000000,BTO_0006060,BTO_0001300
MRC-5_MRC5_1DPT,CL,CLO_0007865,CLO_0007865,CL_0002553,-,UBERON_0002048,-,BTO_0001590,-
Mallassez-derived cells donor3,CT,-,CLO_0000080,CL_0002166,CL_0000235,UBERON_0008266,UBERON_0000064,-,BTO_0000222
Syn_vil_cytoTrophobs_placenta_0,CT,-,CLO_0000000,CL_0000034,-,UBERON_0001987,UBERON_0001987,-,BTO_0001078
CRC107_colorectal_cancer_metastatic_stem_cells,CL,-,CLO_0000000,CL_0000034,-,UBERON_0001155,UBERON_0000061,-,BTO_0001300
KG-1,CL,CLO_0007093,CLO_0007094,CL_0000235,-,UBERON_0002371,-,BTO_0000670,-
KYSE150,CL,CLO_0007129,CLO_0000029,CL_0000076,CL_0000113,UBERON_0001043,UBERON_0001000,BTO_0002427,BTO_0000241
parietal lobe adult donor10252,A,-,-,CL_0002319,-,UBERON_0001872,UBERON_0001872,BTO_0001001,BTO_0001001
BJEL,CL,-,CLO_0000072,CL_1001608,CL_0000001,UBERON_0001332,UBERON_0000465,-,BTO_0000001
Brain Hippocampus Middle 150,A,-,-,CL_0002319,-,UBERON_0002421,UBERON_0002421,BTO_0000601,BTO_0000601
AGS_gastric_adenocarcinoma,CL,CLO_0001686,CLO_0001686,CL_0002178,-,UBERON_0000945,UBERON_0002041,BTO_0001007,BTO_0000056
PFSK1_primitive_neuroectodermal_tumor,CL,CLO_0008425,CLO_0000010,CL_0000057,CL_0000057,UBERON_0000955,UBERON_0000955,-,BTO_0000012
HepG2 Hepatocellular Carcinoma Cell Line,CL,CLO_0003704,CLO_0003704,CL_0000182,-,UBERON_0002107,-,BTO_0000599,BTO_0000578
Crypt3,A,-,CLO_0000001,CL_0011108,CL_0000002,UBERON_0013485,UBERON_0000003,-,BTO_0000004
HN12,CL,-,CLO_0000055,CL_0000076,CL_0000231,UBERON_0001723,UBERON_0000462,BTO_0005040,BTO_0000034
Left_Ventricle,A,-,CLO_0000000,CL_0002494,-,UBERON_0002084,UBERON_0002082,BTO_0001629,-
KBM7-derived near haploid cells,CL,-,CLO_0000000,CL_0000763,CL_0000000,UBERON_0000178,UBERON_0000060,BTO_0005775,BTO_0000315
Stromal_lung_3,CT,-,-,CL_0000499,-,UBERON_0002048,UBERON_0002048,-,BTO_0000763
DLD1_WT,CL,CLO_0002785,CLO_0000085,CL_0011108,CL_0000037,UBERON_0001155,UBERON_0000466,BTO_0000391,BTO_0000292
thymus_2,A,-,-,CL_0002293,-,UBERON_0002370,UBERON_0002370,BTO_0001374,BTO_0001374
HFF_foreskin_fibroblast_OHT_SHBPTF,CL,-,-,CL_1001608,CL_0000057,UBERON_0001332,UBERON_0001332,-,BTO_0000452
Matrix_Fibrob_2_B,CT,-,-,CL_0000057,-,UBERON_0002384,UBERON_0027368,BTO_0000452,-
SET-2_insR_GSK-LSD1,CL,-,CLO_0000028,CL_0000553,CL_0000120,UBERON_0002371,UBERON_0000466,-,BTO_0000123
Primary hematopoietic stem cells,CT,-,CLO_0000000,CL_0000037,CL_0000000,UBERON_0002371,UBERON_0000054,BTO_0000725,BTO_0001300
Skeletal muscle cells differentiated into Myotubes - multinucleated donor1,CT,-,-,CL_0002372,-,UBERON_0005090,UBERON_0014892,-,BTO_0001103
LOXIMVI,CL,-,CLO_0037130,CL_2000000,-,UBERON_0001003,-,-,-
tamoxifen_EC8,CT,-,CLO_0000020,CL_0002149,-,UBERON_0001295,UBERON_0000066,-,BTO_0000059
Central_Memo_CD8_T,CT,-,CLO_0000123,CL_0000909,CL_0000123,UBERON_0002405,UBERON_0001234,-,BTO_0000456
SUM159PT-BT-474,CL,CLO_0009918,CLO_0009918,CL_0002327,-,UBERON_0000310,-,BTO_0004928,CLO_0002042
Matrix_Fibrob_1_G,CT,-,CLO_0000000,CL_0000057,-,UBERON_0002384,UBERON_0027368,BTO_0000452,-
Duodenum_Smooth_Muscle,A,-,-,CL_1000276,-,UBERON_0012488,UBERON_0002114,-,BTO_0000365
MCF7-Tet-On,CL,-,CLO_0007606,CL_0002327,-,UBERON_0000310,-,-,-
BT549,CL,CLO_0002044,CLO_0000056,CL_0002327,-,UBERON_0000310,UBERON_0002213,BTO_0002548,-
Testis,A,-, -,-,-,UBERON_0000473,UBERON_0000473,BTO_0001363,BTO_0001363 
MT4H1,CL,-,CLO_0000001,CL_0000988,CL_0000002,UBERON_0000178,UBERON_0000003,-,BTO_0000004
cord blood derived cell line:COBL-a 24h infection(-C),CL,-,CLO_0000031,CL_0000988,CL_0000000,UBERON_0002331,UBERON_0012168,-,BTO_0004053
LNCaP_R1881 4h,CL,CLO_0007365,CLO_0007365,CL_0002231,-,UBERON_0002367,-,BTO_0001321,-
MM011_Primary_Melanoma,CT,-,CLO_0000000,CL_0000148,CL_0000000,UBERON_0001003,UBERON_0000027,-,BTO_0000314
H3122_LR,CL,CLO_0037033,CLO_0000001,CL_0000082,CL_0000002,UBERON_0002048,UBERON_0000003,-,BTO_0000004
SK-LMS-1_WT,CL,CLO_0009038,CLO_0009038,CL_0000192,-,UBERON_0000995,-,BTO_0002607,-
somite,A,-, -,-,-,UBERON_0002329,UBERON_0002329,BTO_0001558,BTO_0001558 
endometrial_stromal_cells,CT,-,CLO_0000029,CL_0002255,CL_0000231,UBERON_0001295,UBERON_0001008,BTO_0003697,BTO_0000288
Circle of Willis_60y,A,-,-,-,-,UBERON_0003709,UBERON_0003709,-,-
MaMel,CL,-,CLO_0000123,CL_0000499,CL_0000456,UBERON_0001007,UBERON_0000789,-,BTO_0000345
Epithelial_intestine_2,CT,-,CL_0000066,CL_0002563,-,UBERON_0000160,UBERON_0000160,BTO_0005937,BTO_0000648
hASC_preadipocytes,CT,-,CLO_0000043,CL_0002334,CL_0000230,UBERON_0002384,UBERON_0000970,BTO_0001107,BTO_0000168
subcutaneous_adipose_tissue,A,-,-,CL_0000136,-,UBERON_0002190,UBERON_0001013,BTO_0004042,BTO_0001487
keratinocytes_Mi2KD,CT,-,CLO_0000072,CL_0000312,CL_0000238,UBERON_0001003,UBERON_0001005,BTO_0000667,BTO_0000184
SNU638,CL,-,CLO_0000011,CL_0002659,CL_0000057,UBERON_0000945,UBERON_0000460,BTO_0003478,BTO_0000060
Memory_CD4_T_t,CT,-,CLO_0000000,CL_0000897,-,UBERON_0002405,UBERON_0000062,-,-
H7 UTXKO,CL,-,CLO_0000072,CL_0002322,-,-,UBERON_0000465,BTO_0006061,-
FiPSC,CT,-,CLO_0000073,CL_0002248,CL_0000000,-,UBERON_0000462,-,BTO_0000039
1953,-,-,CLO_0000001,CL_0000034,CL_0000002,UBERON_0000955,UBERON_0000003,-,BTO_0000004
DU145_prostate_carcinoma,CL,CLO_0002840,CLO_0051536,CL_0002231,-,UBERON_0002367,UBERON_0002367,BTO_0001332,BTO_0001129
WT 9-12_control_vehicle,CL,-,CLO_0000021,CL_1000497,CL_0000125,UBERON_0002113,UBERON_0000955,-,-
epithelial_cell_of_proximal_tubule,CT,-,-,CL_0002306,CL_0000066,UBERON_0004134,UBERON_0000020,BTO_0006154,-
MCF10A_Nutlin3A,CL,CLO_0007599,CLO_0007599,CL_0002327,-,UBERON_0000310,-,BTO_0001939,-
CD14+ monocyte derived endothelial progenitor cells donor1,CT,-,-,CL_0001054,CL_0001054,UBERON_0000178,-,BTO_0000876,BTO_0000876
Adrenal Gland,A,-,-,CL_0000150,-,UBERON_0002369,UBERON_0002369,BTO_0000047,BTO_0000047
GLC16_DMSO,CL,-,CLO_0000076,CL_0000082,CL_0000001,UBERON_0002048,UBERON_0000462,-,BTO_0000010
A375 DMSO,CL,CLO_0001582,CLO_0001582,CL_2000000,-,UBERON_0001003,-,BTO_0002806,-
J4_Mantle cell lymphoma tissue_THZ1,CL,-,-,CL_0000236,CL_0000000,UBERON_0000178,UBERON_0006575,-,BTO_0000825
GIST-2_KIT e11,CL,-,CLO_0000000,CL_0002319,CL_0000000,UBERON_0001555,UBERON_0000000,-,BTO_0000000
Neuroblastoma_NB1,CL,-,CLO_0000010,CL_0000031,CL_0000005,UBERON_0001016,UBERON_0000025,BTO_0005103,BTO_0000050
SK-N-BE_2_-C,CL,CLO_0009053,CLO_0000074,CL_0000031,CL_0000001,UBERON_0001016,UBERON_0000468,BTO_0004782,BTO_0000138
H9_0Dox,CL,CLO_0003612,CLO_0000001,CL_0000084,CL_0000002,UBERON_0000178,UBERON_0000003,BTO_0001944,BTO_0000004
GBM32,CT,CLO_0003456,CLO_0000010,CL_0000125,CL_0000050,UBERON_0000955,UBERON_0000955,-,BTO_0000056
H1_Derived_Mesenchymal_Stem_Cells,CL,-,-,CL_0000134,-,UBERON_0003104,UBERON_0001000,BTO_0003298,BTO_0001300
SVOG3e_cells_noDox_transduced with V5-FOXL2 C134W,CL,-,CLO_0000072,CL_0000501,CL_0000010,UBERON_0000992,UBERON_0000465,-,BTO_0000102
TE5,CL,CLO_0009287,CLO_0000140,CL_0000076,CL_0000000,UBERON_0001043,UBERON_0000062,-,BTO_0000148
Stromal_muscle_2,CT,-,CLO_0000000,CL_0000499,-,UBERON_0005090,UBERON_0005090,-,BTO_0000887
BT474,CL,CLO_0002042,CLO_0000032,CL_0002327,-,UBERON_0000310,UBERON_0000468,BTO_0001932,BTO_0000131
lncaparmo-ar-dht100nm,CL,CLO_0007365,CLO_0000026,CL_0002231,-,UBERON_0002367,UBERON_0001000,BTO_0001321,BTO_0000030
Monocyte,CT,-,-,CL_0000576,CL_0000576,UBERON_0000178,-,BTO_0000876,BTO_0000876
CD16_Mono,CT,-,CLO_0000000,CL_0002397,CL_0000000,UBERON_0000178,UBERON_0000000,BTO_0000876,BTO_0000000
KLM-1,CL,CLO_0050104,CLO_0050104,CL_0002079,-,UBERON_0001264,-,-,-
Treg,CT,-,-,CL_0000815,CL_0000815,UBERON_0002405,-,BTO_0004520,-
Capillary_2_E,CT,-,-,CL_0002144,-,UBERON_0001915,UBERON_0001982,BTO_0004956,BTO_0002045
OCI-LY19_diffuse_large_B-cell_lymphoma,CL,CLO_0037052,-,CL_0000236,CL_0000236,UBERON_0002371,-,-,BTO_0000776
Astrocytes,CT,-,CLO_0000045,CL_0000127,CL_0000122,UBERON_0001017,UBERON_0002391,BTO_0000099,BTO_0000144
Duodenum Mucosa,A,-,-,CL_1001589,-,UBERON_0000320,UBERON_0000320,BTO_0000367,BTO_0000367
GM12878 lymphoblastoid,CL,CLO_0022851,CLO_0022851,CL_0000236,-,UBERON_0000178,UBERON_0000062,BTO_0006353,-
Transverse Colon,A,-,-,-,-,UBERON_0001157,UBERON_0001157,BTO_0000272,BTO_0000272
MPAL2_T2_2,CT,-,CLO_0000052,CL_0000988,CL_0000235,UBERON_0000178,UBERON_0000955,-,BTO_0000202
THP1_1_high,CL,CLO_0009348,CLO_0009348,CL_0000576,-,UBERON_0000178,-,BTO_0001370,-
Vascular_endo_adrenal,CT,-,-,CL_0002139,-,UBERON_0002369,UBERON_0002369,-,BTO_0000047
SF767,CL,-,CLO_0000001,CL_0000125,CL_0000002,UBERON_0000955,UBERON_0000003,BTO_0001557,BTO_0000004
AT1_A,CT,-,-,CL_0002062,CL_0002062,UBERON_0002299,-,BTO_0000780,-
MCF-7_NS,CL,CLO_0007606,CLO_0007605,CL_0002327,-,UBERON_0000310,-,BTO_0000093,-
PBMC,CT,-,CLO_0037274,CL_2000001,-,UBERON_0000178,-,BTO_0001025,BTO_0001025
R3R4_erythroid_cells,-,-,CLO_0000055,CL_0000764,CL_0000786,UBERON_0000178,UBERON_0000467,-,BTO_0000246
hMADS-3,CT,-,CLO_0000001,CL_0000048,CL_0000002,UBERON_0001013,UBERON_0000003,-,BTO_0000004
HTBE_H1N1_18h,CT,-,CLO_0000071,CL_0002202,CL_0000000,UBERON_0007196,UBERON_0000062,-,BTO_0000002
brain adult pool1,A,-,BTO_0000142,CL_0002319,-,UBERON_0000955,UBERON_0000955,BTO_0000142,BTO_0001043
NCI-H2107_p8-15,CL,CLO_0008051,CLO_0008051,CL_0000082,-,UBERON_0002048,UBERON_0000062,-,-
kidney fetal pool1,A,-,-,CL_1000497,-,UBERON_0002113,UBERON_0002113,BTO_0000671,BTO_0000671
leukophereses_p217,CT,-,CLO_0000022,CL_0000738,CL_0000235,UBERON_0000178,UBERON_0000027,BTO_0000751,BTO_0000080
MCF_7,CL,CLO_0007606,CLO_0000025,CL_0002327,CL_0000002,UBERON_0000310,UBERON_0000460,BTO_0000093,BTO_0000042
MV411_DMSO,CL,CLO_0007906,CLO_0000001,CL_0000235,CL_0000002,UBERON_0000178,UBERON_0000003,BTO_0006413,BTO_0000004
osteoclastoma cell line:Hs 706.T,CL,CLO_0004066,CLO_0004066,CL_0002092,-,UBERON_0002371,-,-,BTO_0000969
breast cancer FA,CT,-,-,CL_0002327,-,UBERON_0000310,UBERON_0000310,-,BTO_0000149
clear cell carcinoma cell line:TEN,CL,CLO_0050884,CLO_0000031,CL_0002149,CL_0000000,UBERON_0001295,-,-,BTO_0002787
NCI-H650,CL,CLO_0008101,CLO_0008101,CL_0000082,-,UBERON_0002048,-,BTO_0004079,-
neutrophil_VB,CT,-,-,CL_0000775,CL_0000775,UBERON_0000178,-,BTO_0000130,BTO_0000130
LM7,CL,-,CLO_0000073,CL_0001035,CL_0000000,UBERON_0002481,UBERON_0002100,-,BTO_0000137
MIC,CL,-,CLO_0000001,CL_0001035,CL_0000002,UBERON_0002481,UBERON_0000003,-,BTO_0000004
Smooth Muscle Cells - Subclavian Artery donor2,CT,-,-,CL_0002595,-,UBERON_0002111,UBERON_0001533,-,BTO_0001260
cholangiocellular carcinoma cell line:HuH-28,CL,CLO_0050855,CLO_0000031,CL_1000488,CL_0000000,UBERON_0002107,-,-,BTO_0000297
CCRF-CEM_T_acute_lymphoblastic_leukemia,CL,CLO_0002334,CLO_0002334,CL_0000084,-,UBERON_0000178,-,BTO_0000736,-
squamous cell lung carcinoma cell line:EBC-1,CL,CLO_0050039,CLO_0050039,CL_0000076,-,UBERON_0002048,UBERON_0002048,-,BTO_0000762
GM15850 LCLs (FRDA),CL,CLO_0027780,CLO_0027780,CL_0000945,-,UBERON_0000178,UBERON_0000060,-,-
NHEK_siGRHL3,CT,-,CLO_0000001,CL_0000312,CL_0000002,UBERON_0001003,UBERON_0000003,BTO_0003182,BTO_0000004
RMS246_PAX3-NCOA1,CL,-,CLO_0000001,CL_0000737,CL_0000002,UBERON_0002036,UBERON_0000003,BTO_0001802,BTO_0000004
NT2-D1_embryonic_carcinoma,CL,CLO_0008207,CLO_0008207,CL_0002248,-,UBERON_0000473,-,BTO_0000946,-
AG04450_fibroblasts,CL,-,CLO_0034832,CL_0002553,-,UBERON_0002048,UBERON_0000064,-,-
GBM12,CT,CLO_0003456,CLO_0000020,CL_0000125,CL_0000061,UBERON_0000955,UBERON_0000955,-,BTO_0000182
CD14+ monocytes - treated with lipopolysaccharide donor2,CT,-,CLO_0000000,CL_0001054,CL_0000000,UBERON_0000178,UBERON_0000000,BTO_0000876,BTO_0000000
GBM15,CT,CLO_0003456,CLO_0000011,CL_0000125,CL_0000001,UBERON_0000955,UBERON_0000055,-,BTO_0000002
germinal matrix,A,-,CLO_0000000,CL_0002319,CL_0000000,UBERON_0000955,UBERON_0027368,-,-
MOLM-13_sgSIK3e4,CL,CLO_0009848,CLO_0009848,CL_0000763,-,UBERON_0000178,-,BTO_0004175,-
GBM09,CT,CLO_0003456,CLO_0000152,CL_0000125,CL_0000066,UBERON_0000955,UBERON_0000464,-,BTO_0000086
PC3_GSK126,CL,CLO_0008395,CLO_0008395,CL_0002231,-,UBERON_0002367,UBERON_0002141,BTO_0001061,-
heart_left_ventricle,A,-,-,CL_0002494,-,UBERON_0002084,UBERON_0002082,BTO_0001629,-
HCC1143_ductal_breast_carcinoma,CL,CLO_0003630,CLO_0003630,CL_0002327,-,UBERON_0000310,UBERON_0000310,-,BTO_0000149
CD19_Primary,CT,-,CLO_0000000,CL_0001201,-,UBERON_0000178,UBERON_0000000,BTO_0000776,-
SUIT2 WT,CL,CLO_0037114,CLO_0000012,CL_1001433,CL_0000074,UBERON_0000017,UBERON_0000956,BTO_0003493,BTO_0000294
HCC95_squamous_cell_lung_carcinoma,CL,-,-,CL_0000076,CL_0000000,UBERON_0002048,UBERON_0002048,-,BTO_0000763
CD19+ B Cells donor3,CT,-,-,CL_0001201,CL_0000236,UBERON_0000178,-,BTO_0000776,-
leg_muscle,A,-,-,CL_0000737,-,UBERON_0001383,UBERON_0000978,BTO_0000722,BTO_0000887
Thymus,A,-,-,CL_0002293,-,UBERON_0002370,UBERON_0002370,BTO_0001374,BTO_0001374
Gastrointestinal stromal tumor,CT,-,CLO_0000024,CL_0002319,-,UBERON_0001555,UBERON_0000460,BTO_0004111,BTO_0000185
Esophagus_Mucosa,A,-, -,CL_0002252,-,UBERON_0002469,UBERON_0001043,BTO_0002859,BTO_0000959
LK-2,CL,CLO_0050064,CLO_0050064,CL_0000076,-,UBERON_0002048,-,-,-
TE7,CL,CLO_0009319,CLO_0009319,CL_0000076,-,UBERON_0001043,-,-,-
NCI-H1299,CL,CLO_0007986,CLO_0007986,CL_0000082,-,UBERON_0002048,-,BTO_0002552,-
patient-derived_pleaural_effusion,A,-,CLO_0000030,-,-,UBERON_0000175,UBERON_0000060,-,-
Human Podocyte Cell Line AB8/13,CL,-,CLO_0037390,CL_0002518,CL_0000653,UBERON_0001230,-,-,BTO_0002295
GIST-T1,CL,-,CLO_0000025,CL_0002319,CL_0000012,UBERON_0000945,UBERON_0000460,-,BTO_0000032
non-tamoxifen_EC2,CT,-,CLO_0000001,CL_0002149,-,UBERON_0001295,UBERON_0000002,-,-
Fibroblast - Gingival donor1,CT,-,-,CL_0000057,CL_0000057,UBERON_0001828,-,BTO_0004138,BTO_0000452
KMS-11_Plasma_cell_myeloma,CL,-,-,CL_0000786,CL_0000000,UBERON_0002371,UBERON_0001969,BTO_0003932,BTO_0000131
MC-IXC,CL,CLO_0007615,CLO_0007615,CL_0000057,-,UBERON_0000955,-,BTO_0005372,-
umbilical-cord-derived-mesenchymal-stem-cells_Control_cycle_0,CT,-,-,CL_0000134,-,UBERON_0002331,UBERON_0001000,-,BTO_0001300
CLB-PE,CL,-,CLO_0000027,CL_0000031,CL_0000000,UBERON_0001016,UBERON_0000067,-,BTO_0000027
Fetal_Adrenal_Gland,A,-,-,CL_0000150,-,UBERON_0002369,UBERON_0002369,BTO_0000047,BTO_0000047
mycosis fungoides T cell lymphoma cell line:HuT 102 TIB-162,CL,CLO_0004303,CLO_0000031,CL_0000084,CL_0000084,UBERON_0000178,-,-,BTO_0000104
osteoblasts,CT,-,CLO_0000005,CL_0000062,CL_0000239,UBERON_0002481,UBERON_0002400,BTO_0001593,BTO_0000140
CD14_monocyte_PB,CT,-,-,CL_0001054,CL_0001054,UBERON_0000178,-,BTO_0000876,BTO_0000876
BGO3_embryonic_stem_cells,CL,-,-,CL_0002322,-,UBERON_0000922,UBERON_0000956,-,BTO_0001300
salivary acinar cells donor2,CT,-,CLO_0000000,CL_0002623,CL_0000000,UBERON_0001044,UBERON_0000025,-,BTO_0000039
HGPS fibroblast_LMNA_AG11498,CT,-,CLO_0021565,CL_0000057,CL_0000057,UBERON_0002384,-,-,BTO_0000452
MCF7L-P_FOXA1-Dox,CL,-,CLO_0000027,CL_0002327,CL_0000066,UBERON_0000310,UBERON_0001000,-,BTO_0000123
Primary HSCs G-CSF-mobilized female,CT,-,CLO_0000000,CL_0000037,-,UBERON_0002371,UBERON_0003100,-,BTO_0000000
COBL-a,CL,-,CLO_0000001,CL_0000988,CL_0000002,UBERON_0002331,UBERON_0000003,-,BTO_0000004
leukophereses_p456,CT,-,CLO_0000055,CL_0000738,CL_0000066,UBERON_0000178,UBERON_0000955,BTO_0000751,BTO_0000188
HCC95,CL,-,CLO_0000020,CL_0000076,CL_0000002,UBERON_0002048,UBERON_0000460,-,BTO_0000090
CiPSC,CT,-,CLO_0000011,CL_0002248,CL_0000012,-,UBERON_0001000,-,BTO_0000200
HCC1428,CL,CLO_0003637,CLO_0003637,CL_0002327,-,UBERON_0000310,-,-,-
MCF7_Invasive_ductal_breast_carcinoma_CHX_10UM,CL,CLO_0007606,CLO_0007606,CL_0002327,-,UBERON_0000310,UBERON_0000310,BTO_0000093,BTO_0000149
peripheral neuroectodermal tumor cell line:KU-SN,CL,CLO_0050141,CLO_0050141,CL_0002319,CL_0001063,UBERON_0002481,-,-,BTO_0005120
CD14+ monocytes - mock treated donor1,CT,-,CLO_0000000,CL_0001054,-,UBERON_0000178,UBERON_0000062,BTO_0000876,BTO_0000065
neutrophil (CB),CT,-, -,CL_0000775,CL_0000775,UBERON_0000178,-,BTO_0000130,BTO_0000130 
Myoblast donor1,CT,-,-,CL_0000056,CL_0000056,UBERON_0005090,-,BTO_0000222,BTO_0000222
HCC1599_WO,CL,CLO_0003641,CLO_0003641,CL_0002327,-,UBERON_0000310,-,-,-
Vascular_endo_eye,CT,-,-,CL_0002139,-,UBERON_0000970,UBERON_0000970,-,BTO_0000439
GIST-10_PDGFRA e1,CL,-,CLO_0000000,CL_0002319,CL_0000000,UBERON_0001555,UBERON_0000000,-,BTO_0000000
GP5d_colon_adenocarcinoma_SIRAD21,CL,CLO_0003555,CLO_0003555,CL_0011108,-,UBERON_0001155,UBERON_0001155,-,BTO_0000269
SK-MEL-147,CL,-,CLO_0000034,CL_0000148,CL_0000000,UBERON_0001003,UBERON_0000469,-,BTO_0000025
tibial_artery,A,-,-,-,-,UBERON_0007610,UBERON_0001637,-,BTO_0000573
SHEP-21N_DOX_2h,CL,-,CLO_0000001,CL_0000031,CL_0000002,UBERON_0001016,UBERON_0000003,BTO_0004654,BTO_0000004
Lymphatic_endothelial_heart,CT,-,-,CL_0002138,-,UBERON_0000310,UBERON_0000948,-,BTO_0000562
breast-cancer,CT,-,-,CL_0002327,-,UBERON_0000310,UBERON_0000310,BTO_0000150,BTO_0000149
OECM1_oral_cavity_squamous_cell_carcinoma,CL,-,-,CL_0000076,CL_0000000,UBERON_0001828,UBERON_0002553,BTO_0003964,-
EW-3,CL,-,CLO_0009872,CL_0001035,-,UBERON_0002481,-,-,-
GM19240_B_cells_Lymphoblastoid_Cell_Lines,CL,CLO_0027143,CLO_0027143,CL_0000236,CL_0000000,UBERON_0000178,-,-,-
IOE11,CL,-,CLO_0000123,CL_2000064,CL_0000234,UBERON_0000992,UBERON_0000456,-,BTO_0000789
LNCaP_prostate_carcinoma_SHFOXA1_PHFRPMIFCS,CL,CLO_0007365,CLO_0007365,CL_0002231,-,UBERON_0002367,UBERON_0002367,BTO_0001321,BTO_0001129
MM1_S_plasma_cell_myeloma,CL,CLO_0037203,CLO_0051422,CL_0000945,CL_0000000,UBERON_0000178,UBERON_0001969,BTO_0003933,BTO_0000131
B-cell,CT,-,-,CL_0000236,CL_0000236,UBERON_0000178,-,BTO_0000776,BTO_0000776
PF-382_childhood_T_acute_lymphoblastic_leukemia,CL,CLO_0008421,CLO_0008421,CL_0000084,-,UBERON_0000178,UBERON_0002048,-,BTO_0000252
KK1_Adult_T_acute_lymphoblastic_leukemia,CL,-,CLO_0000000,CL_0000084,-,UBERON_0000178,UBERON_0007023,-,BTO_0001043
H1-TRO,CL,-,CLO_0000038,CL_0000351,CL_0000002,UBERON_0000922,UBERON_0000465,BTO_0001079,BTO_0000220
SkeletalMuscle,A,-,CLO_0000050,CL_0000188,CL_0000066,UBERON_0001134,UBERON_0001003,BTO_0001103,BTO_0000050
Endothelial Cells (ECs),CT,-,CLO_0000050,CL_0000115,CL_0000235,UBERON_0001986,UBERON_0000104,BTO_0001176,BTO_0000280
